Image,Total_Boxes,OCR_Japanese,OCR_Translated,GT_Translated,Similarity,TP,FP,FN
tr_img_06509,83,0人誓人 | 堂副平司刻 | フェルケール博物館 | 清水港湾博物館 | Verkehr博物館 | 静鉄新清永駅 | 静 | 新清水站 | 知医副 | 市役所清水庁舎 | 清水区役所 | 市役所清水庁舎 | 清水区役所 | 人可医梨人 | 内回医子墓 | 清水産業 | 情報プラザ | 清水声山 | 信息市塚 | Δ皇 | 豆斗亙 | 日牡十の墓 | 全目本検数協会清水出張所 | 日新目本検定協会清水事務所 | 2011年3月作成 | 清水次郎長の生家口 | 築地町町 | 青水次郎北出生 | 目の出町 | 港町(2) | 目本貨 | 数協会清水事務所 | 口 | フェルケール博物館 | 青水港高博物館 | 清水町 | 港町第二自治会館 | 波川海フェルター川物山 | キララシテイロ | 清水市民活町センタ,"zero | oathholders. | subtitles | by | tameemite | it's | a | map | museum. | the | manchure | bay | museum. | verkehr | museum | shikoku | shikoku | station. | quiet. | shinkazu | shizura | i'm | the | assistant | medical | assistant. | the | city's | hqui. | manchuria | hall | the | city's | hqui. | manchuria | hall | i'm | a | doctor. | i'm | a | m.o. | tombs | of | the | inner | med | children. | a | clean | water | industry. | information | plaza | shizuzuyama. | i'm | sorry, | i'm | sorry, | i'm | sorry. | delta | emperor. | i'll | be | right | back. | the | tomb | of | ten. | the | complete | book | of | records | the | office | of | the | sanitary | society | for | the | new | book | of | records. | it | was | created | in | march | 2011. | chief | shizuru's | living | room. | tsukiji | town | born | in | the | north. | it's | a | town | of | eyes. | port | city | 2-2. | illustrium | a | few | society | clean | water | offices. | voice | it's | a | map | museum. | the | blue | harbor | high | museum. | shizura. | port | town, | 2nd | abbey. | mt. | fuji | kilaushitaro. | senta, | a | city | of | shizura.",the | felkele | museum. | nintendo | bay | cyclopædia | shikoku | shizura | station. | i'll | be | right | back. | seung | jo | a | clean | water | industry. | information | plaza. | i | can't | believe | you're | here. | the | new | japan | probation | society's | clean | water | office. | sunrise | town | japan's | department | of | securities | research. | a | vagabond. | it's | called | the | huelket | museum. | the | felkele | museum. | it's | the | first | time | i've | ever | heard | of | it. | the | port | city | of | nintendo. | kilauati | it's | a | port | town. | i'll | take | care | of | it. | shizura. | i'll | be | right | with | you. | chief | shizuru's | house. | i'm | so | glad | you're | here. | it | was | created | in | march | 2011. | the | tomb | of | the | giants. | all | japan | correspondents | association | clean | water | supplies | tsukiji | nintendo | bay | cyclopædia | (for | fully | formatted | text | aquamarine | hall.,0.0890,53,89,64
tr_img_06510,3,日本槍 | 人形町,japanese | spear | doll | town,japan | bridge | it's | doll | town. | two.,0.6575,1,3,5
tr_img_06511,5,営業時間 | 日祝 | 牛繁,business | time | happy | birthday | to | you! | milky | way,i'll | be | right | back. | (screaming) | exo. | it's | a | seven-wheel | roast. | milky | way,0.4156,2,6,10
tr_img_06512,2,山本,yamamoto,yamamoto,1.0000,1,0,0
tr_img_06513,41,カラオケよさに | 1さん用等) | Oショウビ | Oア | べ | 藤田孝幸 | で | 清佐三男 | VAN火4 | ールルーム | 示 | のの | ズラップ | ダンスアカデミ | スペース | 中古レコードａCD | 高価買取! | まずはご相談下さい | AM11:00PM20:001不定休!,it's | like | a | phalanx. | (laughter) | oshavi | oah. | hey. | takashi | fujida. | so... | i'm | the | third | son | of | the | batak. | van | fire | four. | lun | room. | show | ? | zop | dance | akademi | space | used | record | acd | cost-in-a-life-out! | i'd | like | to | talk | to | you | first. | am11:00pm20:001 | indefinite | rest!,it's | the | largest | in | japan. | she's | a | social | dance | expert. | knujace. | réphys. | 1f | torres. | home | ma'am. | sphires. | cost-in-a-life! | i'd | like | to | talk | to | you | first. | beatlejos. | [infinite | rest] | old | leedo | reyud. | high | buying. | earth | (previously) | it's | expensive. | it's | expensive. | laundry. | # | # | # | # | # | # | it's | just | a | matter | of | time | before | it's | too | late. | dass | and | karaoke | stettsup | love. | la. | bu. | just | you. | dasos | dress. | powder | ah. | regulations | i | don't | know. | general | mm-hmm. | that's | what | i'm | talking | about. | # | # | # | (muttering) | (music) | (music | ends) | (music | ends) | (music | ends) | (music | ends) | deputy | mountain. | takashi | fujida. | i'm | the | third | son | of | the | batak. | ballroom | the | dasos | academy. | reyud.,0.1452,19,24,90
tr_img_06514,6,中央区 | 日本橋人形町二丁目区,central | central | i'm | in | the | second | district | of | japan's | bridged | doll | town.,middle-earth. | it's | the | second | largest | city | in | japan.,0.4875,3,9,5
tr_img_06515,13,快活 | カラオク | コミツク | インターネット | マッシコ | 景6時 | 寄11時,i'm | so | happy. | karaoke | rictuk. | internet | massico. | it's | 6 | o'clock. | 11:00 | p.m.,i'm | so | happy. | it's | just | like | a | fox. | isosaki. | mutsy. | morning | it's | 11 | o'clock. | the | next | morning. | six | o'clock. | power | laoque | no | stops. | claws. | please. | no.,0.4475,5,7,21
tr_img_06516,4,中原区,central | district,middle-earth. | no. | no. | no,0.2083,0,2,4
tr_img_06517,16,月極駐車場 | 口契約者以外の駐車は固く | お断いします | 口当駐車場内 | での事故 | 盗難等の責任は | 切負いかねます | 口騒音等、周りへの迷惑となる行為はおやめ下さい。 | 口無断駐車を発見した場合はレツカ一移動し | 罰金として金3万円申し受けします。 | 連絡先：株式会社ブランシャール | 満車,"the | moon's | top | parking | lot. | it's | hard | to | park | outside | of | a | client's | office. | no, | sir. | in | the | parking | lot. | and | there | was | an | accident. | what's | the | responsibility | for | the | theft? | i'm | afraid | you'll | be | in | debt. | don't | make | noise | or | cause | trouble | around | us. | it's | not | a | car. | it's | a | car. | i | will | accept | 30,000 | yen | as | a | fine. | contact: | brandsharll. | full | car.",it's | full. | the | moon's | top | parking | lot. | i | firmly | forbid | parking | other | than | the | contract. | there | can | be | no | responsibility | for | accident | or | theft | in | this | parking | lot. | don't | do | any | noise | or | trouble | around. | we're | going | to | have | to | find | a | parking | lot. | i | will | accept | 30 | contact: | brandsharll.,0.2335,25,39,25
tr_img_06518,2,水天宮前,akira.,as | you | can | see,0.1538,0,1,4
tr_img_06519,1,,,sempo-sama. | recruitarys. | sempo-sama.,0.0000,0,0,3
tr_img_06520,3,リードは | こちらをご利用ください。 | ネッットョク神ラソ川ウエインス武蔵ソち,where's | reed? | please | take | this. | i'm | going | to | ask | you | to | do | something | about | it.,where's | reed? | please | take | this. | he's | the | god | of | the | netto-yung-yins.,0.6186,5,10,6
tr_img_06521,4,中原区 | 木月 | 8丁目,central | district | tree | moon | eight.,middle-earth. | hust | three.,0.4286,0,5,3
tr_img_06522,5,サニーパレス仙川 | 調布市仙川町8-6-3 | ㈱伊藤企画 | 管理,"the | sony | palace, | sendai. | iseshima | city, | japan, | 8-6-3-3. | -the | ito | project. | manage",iseshima | city | manage | -the | ito | project. | sendai | sen | river,0.5780,5,7,4
tr_img_06523,13,ハンズを育てます | お冬様の声が | 接客応対について、ご意見・ご感想を | お聞かせください。 | いままで以上に | 物をしていただけますよう、 | ご意見・ご感想をお寄せください。 | お客様に気持ちよく、お買い | 東急ハンズは、 | BOXに` | お客様の声」,i'll | raise | hans. | i | can | hear | you | in | winter. | let's | take | a | look | at | the | guest-to-guest. | please | let | me | hear | it. | more | than | ever. | i'm | going | to | ask | you | to | do | something | for | me. | please | give | me | your | opinion. | i'm | sure | you'll | feel | comfortable | buying | your | customers. | (laughter) | i'm | going | to | go | to | box. | your | voice.,(laughter) | i'd | like | to | talk | to | you | about | the | guest-to-guest. | please | let | me | hear | it. | i'm | going | to | raise | hanz. | what | do | you | think? | let's | see | what | you | think. | [guessers | speaking] | # | # | # | what | do | you | think? | please | give | me | your | opinion. | (laughter) | i'm | going | to | show | you | how | to | do | this. | i'd | like | you | to | do | some | shopping. | i'll | try | to | improve | the | service | more | than | ever.,0.0509,30,26,39
tr_img_06524,4,中原区,central | district,middle-earth. | that's | why | i'm | here.,0.2333,0,2,5
tr_img_06525,2,武田,takeda.,water | number | takeda.,0.4516,1,0,2
tr_img_06526,11,清永駅 | 清水テルサ,kunihito | station. | pure | water | tellsa,shizura | station | pure | water | tellsa,0.8571,3,2,2
tr_img_06527,2,タクシーのりは,i'm | going | to | take | a | cab.,tacchi.,0.1951,0,6,1
tr_img_06528,1,ロの島しラャシい,it's | the | island | of | lo.,one | and | two | islands | inside.,0.5231,0,5,5
tr_img_06529,8,ピー&レストラン | カランドリエ | イダルサロン | スチュ | 一ムサロン,pee | and | the | restaurants. | carandier | adalsaron | stu. | i | am | samsaron,i'm | at | the | hotel. | i'm | at | the | hotel. | i'm | sorry | i'll | see | you | tomorrow. | i'm | sorry | the | beauty | room. | sakurai | yusukichi | samsaso | bridal | saloso | kalahari | yuichi | and | lesturaso | the | exit. | the | entrance. | sosso. | i'm | going | to | live. | i'll | see | you | tomorrow.,0.0652,2,8,39
tr_img_06530,25,1年防忠 | 無臭 | でよく効く | 衣類防虫 | タンスに | ダミよは! | (井出願中) | クロ一ゼツト川 | 防カビ剤配合 | 新開発 | スリムタイプ | おり | 防虫効果2O％UP! | X当社比 | オプンエッジ構造 | 隅々まで早く広がる! | おとリかえサイン付 | 3酒入 | 他の防虫剤とも併用できます | (大型クローゼット1本分) | マイラストは | イメージア,"it's | been | a | year. | i | don't | smell | it. | and | it | works. | a | clothing | bug. | to | tans. | how | about | you, | dami? | i'm | on | my | way. | black | zeit | vacuum | mix. | new | development | slim | type | ha. | insectproof | effect | 2o%up! | x | ratio | opun | edge | structure | it's | going | to | spread | to | every | corner | fast! | you're | gonna | have | to | sign | your | name | again. | three | bottles. | it | can | also | be | combined | with | other | pesticides. | one | big | closet. | (laughter) | imagea",the | bugs | on | your | clothes. | don't | you | dare! | (panting | patents) | i | don't | smell | it. | and | it | works. | it's | been | a | year. | mt. | to | tans. | gorden. | it's | for | clozes. | vacuum | mix. | to. | two. | new | development | slim | type | it | can | also | be | combined | with | other | anti-ventilants. | the | illustration | is | an | image. | i'll | take | care | of | it. | alternate | insectproof | effect | 20%up! | it's | going | to | spread | to | every | corner | fast! | open | edge | structure | it's | our | ratio. | signed | again. | indent | one | big | closet.,0.2218,44,28,34
tr_img_06531,2,大売由,i'll | sell | it | to | you.,i'll | see | you | in | a | minute. | i | don't | know | what | you're | talking | about. | it's | on | the | air!,0.2254,1,4,16
tr_img_06532,2,光天宮,akira.,inomiya.,0.4286,0,1,1
tr_img_06533,3,大橋龍治 | 井手）愛子 | 園田,great | britain | seiko. | akita.,the | great | bridge | dragon | king. | -yes. | aiko. | akita. | toto.,0.5825,2,2,7
tr_img_06534,7,丸の内線西新宿駅,it's | a | round | train | station.,it's | a | round | train | station.,1.0000,5,0,0
tr_img_06535,8,時間貸 | バイク | 高さ制限2.1M,i'll | lend | you | time. | bike. | height | limit | 2.1 | meters,height | limit | i'll | lend | you | time. | bike.,0.5739,7,2,0
tr_img_06536,11,優れた明暗表現カ＆臨場感サウンド | リビングが | 照明などの映り込みを抑え | 皇めきや金属の輝きも | サウンドに包まれる | 締まった黒を表現 | リアルに再現 | メガコントラスト＆直下型LＥD | 「S0und 6yOnkvoはオンキョー株式会社の受ス西飛です,"good | light | and | darkness | the | living | room. | and | that's | what | we're | going | to | do. | the | glory | of | the | thrones | and | the | luster | of | metal. | it's | wrapped | up | in | the | sound. | expression | of | closed | black | realize. | mega | contrast | & | & | lower | optic | ""s0und | 6yonkvo.",excellent | light | and | dark | expression. | impeccable | sensory | lie. | that's | the | registration | mark | of | the | onki | stock | company. | i'm | wrapped | up | in | a | lie. | the | living | room. | directly | lower | optic | mega | contrast | expression | of | closed | black | it's | not | going | to | work. | it's | not | going | to | work. | it's | not | going | to | work. | it's | not | going | to | work. | realize. | ♪ | and | the | glow | of | the | tingles | and | the | glow | of | the | metal | ♪,0.1330,29,14,41
tr_img_06537,5,北海道テクノ | サービス(株) | 式者,hokkaido | techno | (singing) | it's | called | the | formula.,he's | a | warrior. | decontamination. | hokkaido | techno | (samevis | stock) | expires,0.3867,2,5,7
tr_img_06538,23,中島新聞舗 | 岡新田 | 目利工業新園 | 乗車位置 | 2両(6(7 | 3両 | 一部列車を除く | 4両47 | 5両 | 6両 | 旦 | 8両 | 9両 | 待急ふじか | 3両 | 6両16 | 足元の数字を | お確かめください | 清水駅 | ロ小,"nakashima | newspaper | page. | okada. | i'm | going | to | take | a | look | at | this. | getting | in | position. | two, | six, | seven. | three. | except | for | some | of | the | trains. | four, | forty-seven. | five. | six. | now. | eight. | nine. | you're | waiting | for | me. | three. | six | twos | and | sixteen. | i'll | give | you | the | numbers | at | your | feet. | please | check | it | out. | shizura | station | loki.",cycling | position. | two. | three. | four. | five. | six. | seven. | eight. | nine. | except | for | some | of | the | trains. | i'm | sorry | three. | home | liner | six. | i'll | give | you | the | numbers | at | your | feet. | please | check | it | out. | shizura | station | nakashima | news | i'm | sorry | it's | a | newspaper. | cedade | skills | it's | a | daily | industrial | newspaper.,0.0433,31,25,19
tr_img_06539,9,八王子 | 府中 | 吉祥寺 | スクーン | 別,prince | eight. | i'm | in | the | middle | of | something. | yoshimi. | scoon. | no.,prince | eight. | i'm | in | the | middle | of | something. | yoshimi. | i'll | teach | you | how | to | do | it. | skull | i'm | at | sendai | station.,0.7004,9,2,12
